,state/ut,district,year,murder,assault on women,kidnapping and abduction,dacoity,robbery,arson,hurt,prevention of atrocities (poa) act,protection of civil rights (pcr) act,other crimes against scs,total_atrocities
7962,chhattisgarh,kanker,2012,1,1,0,0,0,0,2,0,0,1,5
7963,chhattisgarh,kondagaon,2012,0,0,0,0,0,0,0,0,0,0,0
7964,chhattisgarh,korba,2012,0,6,0,0,0,0,11,0,0,10,27
7965,chhattisgarh,koriya,2012,0,1,0,0,0,0,5,0,0,2,8
7966,chhattisgarh,mahasamund,2012,0,1,0,0,0,1,0,0,0,4,6
7967,chhattisgarh,mungeli,2012,0,1,1,0,0,0,0,0,0,2,4
7968,chhattisgarh,narayanpur,2012,0,0,0,0,0,0,0,0,0,0,0
7969,chhattisgarh,raigarh,2012,1,7,0,0,0,0,8,0,0,9,25
7970,chhattisgarh,raipur,2012,0,14,0,0,0,0,0,0,0,8,22
7971,chhattisgarh,rajnandgaon,2012,1,5,0,0,0,0,0,0,0,3,9
7972,chhattisgarh,sarguja,2012,0,1,0,0,0,0,1,0,0,4,6
7973,chhattisgarh,sukma,2012,0,0,0,0,0,0,0,0,0,0,0
7974,chhattisgarh,surajpur,2012,1,2,0,0,0,0,2,0,0,3,8
7975,goa,north goa,2012,0,0,0,0,0,0,0,3,0,4,7
7976,goa,south goa,2012,0,0,0,0,0,0,0,1,1,1,3
7977,gujarat,ahmedabad commr.,2012,1,4,7,1,2,0,10,25,0,17,67
7978,gujarat,ahmedabad rural,2012,3,3,0,0,2,0,15,38,0,6,67
7979,gujarat,ahwa-dang,2012,0,0,0,0,0,0,0,0,0,0,0
7980,gujarat,amreli,2012,0,1,0,0,0,0,7,1,0,33,42
7981,gujarat,anand,2012,0,1,2,0,0,0,2,17,0,7,29
7982,gujarat,bharuch,2012,0,2,2,0,0,0,1,6,0,1,12
7983,gujarat,bhavnagar,2012,1,1,1,0,0,0,7,9,0,35,54
7984,gujarat,cid crime,2012,0,0,0,0,0,0,0,0,0,0,0
7985,gujarat,dahod,2012,0,1,0,0,0,0,0,0,0,0,1
7986,gujarat,gandhinagar,2012,0,3,0,0,0,0,28,0,0,9,40
7987,gujarat,himatnagar,2012,0,1,3,0,0,0,27,0,0,5,36
7988,gujarat,jamnagar,2012,1,3,1,0,2,0,10,3,0,25,45
7989,gujarat,junagadh,2012,3,4,1,0,0,0,17,7,0,41,73
7990,gujarat,kheda north,2012,0,1,4,1,0,0,3,22,0,4,35
7991,gujarat,kutch (east(g)),2012,0,3,1,0,0,0,5,4,0,37,50
7992,gujarat,kutch (west-bhuj),2012,0,0,0,1,1,0,6,6,0,0,14
7993,gujarat,mehsana,2012,0,2,0,0,0,1,2,0,0,62,67
7994,gujarat,narmada,2012,0,0,0,0,0,0,0,0,0,1,1
7995,gujarat,navsari,2012,0,0,0,0,0,0,0,0,0,1,1
7996,gujarat,palanpur,2012,1,3,1,0,3,2,15,28,0,12,65
7997,gujarat,panchmahal,2012,2,2,0,0,0,0,8,0,2,7,21
7998,gujarat,patan,2012,0,2,0,0,0,0,14,0,0,55,71
7999,gujarat,porbandar,2012,0,1,0,0,0,0,5,1,0,0,7
8000,gujarat,rajkot commr.,2012,5,2,3,1,0,0,8,1,0,8,28
8001,gujarat,rajkot rural,2012,0,3,0,0,1,0,22,0,0,9,35
8002,gujarat,surat commr.,2012,0,0,0,0,0,0,0,9,0,0,9
8003,gujarat,surat rural,2012,0,0,0,0,0,0,0,0,0,6,6
8004,gujarat,surendranagar,2012,5,1,1,0,4,0,15,12,0,48,86
8005,gujarat,tapi,2012,0,0,0,0,0,0,0,0,0,0,0
8006,gujarat,vadodara commr.,2012,0,1,2,0,0,0,7,8,0,7,25
8007,gujarat,vadodara rural,2012,1,0,3,1,1,0,1,18,0,8,33
8008,gujarat,valsad,2012,0,0,0,0,0,0,0,0,0,5,5
8009,gujarat,w.rly ahmedabad,2012,0,0,0,0,0,0,1,1,0,0,2
8010,gujarat,w.rly vadodara,2012,0,0,0,0,0,0,0,1,0,0,1
8011,haryana,ambala rural,2012,0,0,0,0,0,0,0,0,0,1,1
8012,haryana,ambala urban,2012,0,0,0,0,0,0,1,0,0,4,5
8013,haryana,bhiwani,2012,1,7,4,0,0,1,0,0,0,14,27
8014,haryana,faridabad,2012,1,1,0,0,0,0,1,1,0,4,8
8015,haryana,fatehabad,2012,0,1,2,0,0,1,0,0,0,9,13
8016,haryana,grp,2012,5,0,1,0,2,0,0,0,0,0,8
8017,haryana,gurgaon,2012,1,5,4,0,0,0,0,0,0,4,14
8018,haryana,hissar,2012,1,7,3,0,0,0,2,10,0,2,25
8019,haryana,jhajjar,2012,0,2,0,0,0,1,0,0,0,3,6
8020,haryana,jind,2012,3,4,0,0,0,0,0,0,0,2,9
8021,haryana,kaithal,2012,0,2,6,0,0,0,0,0,0,2,10
8022,haryana,karnal,2012,1,10,0,0,0,0,4,1,0,11,27
8023,haryana,kurukshetra,2012,0,4,0,0,0,0,0,0,0,1,5
8024,haryana,mahendragarh,2012,0,5,2,0,0,0,2,0,0,9,18
8025,haryana,mewat,2012,0,1,0,0,0,0,0,1,0,0,2
8026,haryana,palwal,2012,2,2,0,0,0,0,0,0,0,11,15
8027,haryana,panchkula,2012,1,1,0,0,0,0,0,0,0,0,2
8028,haryana,panipat,2012,2,2,0,0,0,0,2,0,0,1,7
8029,haryana,rewari,2012,0,2,0,0,1,0,0,0,0,4,7
8030,haryana,rohtak,2012,1,3,1,0,0,0,1,1,0,8,15
8031,haryana,sirsa,2012,0,3,2,0,0,0,0,1,0,6,12
8032,haryana,sonipat,2012,0,3,0,0,0,1,0,0,0,1,5
8033,haryana,yamunanagar,2012,0,2,2,0,0,0,2,0,0,5,11
8034,himachal pradesh,baddipolicedist,2012,0,0,0,0,0,0,0,3,0,0,3
8035,himachal pradesh,bilaspur,2012,0,1,0,0,0,0,0,3,0,0,4
8036,himachal pradesh,chamba,2012,0,0,0,0,0,0,0,2,0,0,2
8037,himachal pradesh,cid,2012,0,0,0,0,0,0,0,0,0,0,0
8038,himachal pradesh,g.r.p.,2012,0,0,0,0,0,0,0,0,0,0,0
8039,himachal pradesh,hamirpur,2012,0,1,0,0,0,0,0,9,0,0,10
8040,himachal pradesh,kangra,2012,0,1,0,0,0,0,0,18,0,0,19
8041,himachal pradesh,kinnaur,2012,0,0,0,0,0,0,0,0,3,0,3
8042,himachal pradesh,kullu,2012,0,0,0,0,0,0,0,5,0,6,11
8043,himachal pradesh,lahaul-spiti,2012,0,0,0,0,0,0,0,0,0,0,0
8044,himachal pradesh,mandi,2012,0,1,0,0,0,0,0,20,0,20,41
8045,himachal pradesh,shimla,2012,0,1,0,0,0,0,0,11,0,0,12
8046,himachal pradesh,sirmaur,2012,0,6,0,0,0,0,0,3,0,1,10
8047,himachal pradesh,solan,2012,0,2,0,0,0,0,0,0,0,3,5
8048,himachal pradesh,una,2012,0,0,0,0,0,0,0,9,0,0,9
8049,jammu & kashmir,anantnag,2012,0,0,0,0,0,0,0,0,0,0,0
8050,jammu & kashmir,awantipora,2012,0,0,0,0,0,0,0,0,0,0,0
8051,jammu & kashmir,bandipora,2012,0,0,0,0,0,0,0,0,0,0,0
8052,jammu & kashmir,baramulla,2012,0,0,0,0,0,0,0,0,0,0,0
8053,jammu & kashmir,budgam,2012,0,0,0,0,0,0,0,0,0,0,0
8054,jammu & kashmir,crime jammu,2012,0,0,0,0,0,0,0,0,0,0,0
8055,jammu & kashmir,crime srinagar,2012,0,0,0,0,0,0,0,0,0,0,0
8056,jammu & kashmir,doda,2012,0,0,0,0,0,0,0,0,0,0,0
8057,jammu & kashmir,ganderbal,2012,0,0,0,0,0,0,0,0,0,0,0
8058,jammu & kashmir,handwara,2012,0,0,0,0,0,0,0,0,0,0,0
8059,jammu & kashmir,jammu,2012,0,0,0,0,0,0,0,0,1,0,1
8060,jammu & kashmir,kargil,2012,0,0,0,0,0,0,0,0,0,0,0
8061,jammu & kashmir,kathua,2012,0,0,0,0,0,0,0,0,0,1,1
8062,jammu & kashmir,kishtwar,2012,0,0,0,0,0,0,0,0,0,0,0
8063,jammu & kashmir,kulgam,2012,0,0,0,0,0,0,0,0,0,0,0
8064,jammu & kashmir,kupwara,2012,0,0,0,0,0,0,0,0,0,0,0
8065,jammu & kashmir,leh,2012,0,0,0,0,0,0,0,0,0,0,0
8066,jammu & kashmir,poonch,2012,0,0,0,0,0,0,0,0,0,0,0
8067,jammu & kashmir,pulwama,2012,0,0,0,0,0,0,0,0,0,0,0
8068,jammu & kashmir,railways jammu,2012,0,0,0,0,0,0,0,0,0,0,0
8069,jammu & kashmir,railways kashmir,2012,0,0,0,0,0,0,0,0,0,0,0
8070,jammu & kashmir,railways katra,2012,0,0,0,0,0,0,0,0,0,0,0
8071,jammu & kashmir,rajouri,2012,0,0,0,0,0,0,0,0,0,0,0
8072,jammu & kashmir,ramban,2012,0,0,0,0,0,0,0,0,0,0,0
8073,jammu & kashmir,reasi,2012,0,0,0,0,0,0,0,0,0,0,0
8074,jammu & kashmir,samba,2012,0,0,0,0,0,0,0,0,0,0,0
8075,jammu & kashmir,shopian,2012,0,0,0,0,0,0,0,0,0,0,0
8076,jammu & kashmir,sopore,2012,0,0,0,0,0,0,0,0,0,0,0
8077,jammu & kashmir,srinagar,2012,0,0,0,0,0,0,0,0,0,0,0
8078,jammu & kashmir,udhampur,2012,0,0,0,0,0,0,0,0,0,0,0
8079,jharkhand,bokaro,2012,0,0,0,0,0,0,0,0,0,0,0
8080,jharkhand,chaibasa,2012,0,0,0,0,0,0,0,0,0,0,0
8081,jharkhand,chatra,2012,0,0,0,0,0,0,0,6,0,0,6
8082,jharkhand,deoghar,2012,0,0,0,0,0,0,12,26,0,9,47
8083,jharkhand,dhanbad,2012,0,0,0,0,0,1,8,54,0,45,108
8084,jharkhand,dhanbad rly.,2012,0,0,0,0,0,0,0,2,0,1,3
8085,jharkhand,dumka,2012,0,0,0,0,0,0,0,1,0,1,2
8086,jharkhand,garhwa,2012,1,3,0,0,0,0,45,29,0,54,132
8087,jharkhand,giridih,2012,0,0,0,0,0,0,0,26,0,0,26
8088,jharkhand,godda,2012,0,0,0,0,0,0,0,4,0,0,4
8089,jharkhand,gumla,2012,0,0,1,0,0,0,1,5,0,0,7
8090,jharkhand,hazaribagh,2012,0,4,0,0,0,0,8,27,0,17,56
8091,jharkhand,jamshedpur,2012,0,0,0,0,0,0,11,23,0,5,39
8092,jharkhand,jamshedpur rly.,2012,0,0,0,0,0,0,0,0,0,0,0
8093,jharkhand,jamtara,2012,0,0,1,0,0,0,2,13,0,4,20
8094,jharkhand,khunti,2012,0,0,0,0,0,0,0,0,0,0,0
8095,jharkhand,koderma,2012,0,0,0,0,0,0,27,62,0,35,124
8096,jharkhand,latehar,2012,0,0,0,0,0,0,0,5,0,0,5
8097,jharkhand,lohardagga,2012,0,0,0,0,0,0,0,0,0,0,0
8098,jharkhand,pakur,2012,0,0,0,0,0,0,0,3,0,0,3
8099,jharkhand,palamu,2012,0,0,0,0,0,0,40,40,0,0,80
8100,jharkhand,ramgarh,2012,0,1,0,0,0,0,5,5,0,2,13
8101,jharkhand,ranchi,2012,0,0,0,0,0,0,4,1,0,0,5
8102,jharkhand,sahebganj,2012,0,0,0,0,0,0,7,0,0,1,8
8103,jharkhand,saraikela,2012,0,0,0,0,0,0,0,2,0,2,4
8104,jharkhand,simdega,2012,0,0,0,0,0,0,1,2,0,1,4
8105,karnataka,bagalkot,2012,1,4,1,0,0,0,1,34,0,32,73
8106,karnataka,bangalore commr.,2012,5,2,0,0,0,0,13,130,0,8,158
8107,karnataka,bangalore rural,2012,0,0,0,0,0,0,0,71,0,71,142
8108,karnataka,belgaum,2012,3,1,0,0,0,0,0,64,0,0,68
8109,karnataka,bellary,2012,0,0,0,0,0,0,0,30,1,0,31
8110,karnataka,bidar,2012,1,0,1,0,0,0,0,20,0,0,22
8111,karnataka,bijapur,2012,2,1,0,0,0,0,23,43,0,20,89
8112,karnataka,cbpura,2012,0,0,0,0,0,0,0,63,0,63,126
8113,karnataka,chamarajnagar,2012,0,0,0,0,0,0,0,27,0,27,54
8114,karnataka,chickmagalur,2012,1,3,0,0,0,0,6,42,0,36,88
8115,karnataka,chitradurga,2012,1,2,0,0,0,1,21,38,5,7,75
8116,karnataka,dakshin kannada,2012,0,0,0,0,0,0,0,19,0,0,19
8117,karnataka,davanagere,2012,0,0,0,0,0,0,9,30,0,20,59
8118,karnataka,dharwad commr.,2012,0,0,0,0,0,0,0,7,0,7,14
8119,karnataka,dharwad rural,2012,1,0,0,0,0,0,0,17,0,16,34
8120,karnataka,gadag,2012,0,0,0,0,0,0,0,11,0,10,21
8121,karnataka,gulbarga,2012,0,0,0,0,0,0,0,80,0,80,160
8122,karnataka,hassan,2012,0,0,0,0,0,0,0,59,0,59,118
8123,karnataka,haveri,2012,0,0,0,0,0,0,0,13,0,13,26
8124,karnataka,k.g.f.,2012,3,1,1,0,0,0,35,9,0,0,49
8125,karnataka,kodagu,2012,1,2,0,0,0,0,1,1,0,0,5
8126,karnataka,kolar,2012,3,6,0,0,0,0,0,72,0,75,156
8127,karnataka,koppal,2012,0,0,0,0,0,0,0,23,0,0,23
8128,karnataka,mandya,2012,1,2,1,0,0,0,0,66,0,66,136
8129,karnataka,mangalore city,2012,1,3,0,0,0,0,4,24,0,15,47
8130,karnataka,mysore commr.,2012,0,0,0,0,0,0,0,6,0,0,6
8131,karnataka,mysore rural,2012,0,9,0,0,0,0,0,83,0,83,175
8132,karnataka,raichur,2012,1,2,0,0,0,0,0,62,5,72,142
8133,karnataka,railways,2012,0,0,0,0,0,0,0,0,0,0,0
8134,karnataka,ramanagar,2012,0,0,0,0,0,0,0,55,0,55,110
8135,karnataka,shimoga,2012,2,1,0,0,0,0,4,24,0,41,72
8136,karnataka,tumkur,2012,7,4,1,0,1,0,44,21,0,59,137
8137,karnataka,udupi,2012,0,0,0,0,0,0,0,31,0,31,62
8138,karnataka,uttar kannada,2012,0,0,0,0,0,0,0,17,0,17,34
8139,karnataka,yadgiri,2012,2,0,0,0,0,0,0,42,0,30,74
8140,kerala,alapuzha,2012,0,6,1,0,0,0,26,7,0,19,59
8141,kerala,ernakulam commr.,2012,0,4,0,0,0,1,2,4,0,23,34
8142,kerala,ernakulam rural,2012,0,4,0,0,0,0,1,5,0,44,54
8143,kerala,idukki,2012,0,3,0,0,0,0,13,1,0,11,28
8144,kerala,kannur,2012,0,6,0,0,0,1,22,2,0,22,53
8145,kerala,kasargod,2012,0,0,0,0,0,0,8,1,0,23,32
8146,kerala,kollam commr.,2012,0,5,1,0,0,0,21,7,0,5,39
8147,kerala,kollam rural,2012,0,7,0,0,0,0,39,3,0,17,66
8148,kerala,kottayam,2012,0,4,0,0,0,0,14,6,0,20,44
8149,kerala,kozhikode commr.,2012,0,2,0,0,0,0,10,1,0,11,24
8150,kerala,kozhikode rural,2012,0,6,0,0,0,1,23,4,0,17,51
8151,kerala,malappuram,2012,0,10,0,0,0,0,31,3,0,22,66
8152,kerala,palakkad,2012,1,10,0,0,0,0,14,4,0,24,53
8153,kerala,pathanamthitta,2012,0,9,0,0,0,0,5,3,0,18,35
8154,kerala,railways,2012,0,0,0,0,0,0,0,0,0,0,0
8155,kerala,thrissur commr.,2012,0,1,0,0,0,0,0,1,0,13,15
8156,kerala,thrissur rural,2012,0,5,0,0,0,0,10,4,0,18,37
8157,kerala,trivandrum commr.,2012,0,3,0,0,0,0,5,3,0,16,27
8158,kerala,trivandrum rural,2012,0,9,0,0,0,2,43,8,0,22,84
8159,kerala,wayanadu,2012,0,5,0,0,0,0,1,0,0,3,9
8160,madhya pradesh,alirajpur,2012,0,0,0,0,0,0,0,0,0,0,0
8161,madhya pradesh,anuppur,2012,0,3,1,0,0,1,1,0,0,13,19
8162,madhya pradesh,ashok nagar,2012,5,5,2,1,0,0,3,0,0,41,57
8163,madhya pradesh,balaghat,2012,0,3,3,0,0,0,8,0,0,11,25
8164,madhya pradesh,barwani,2012,0,4,0,0,0,0,3,0,0,5,12
8165,madhya pradesh,betul,2012,3,11,0,0,0,0,18,0,0,21,53
8166,madhya pradesh,bhind,2012,0,7,0,0,0,0,2,0,0,4,13
8167,madhya pradesh,bhopal,2012,2,14,4,0,0,0,4,0,0,62,86
8168,madhya pradesh,bhopal rly.,2012,0,1,0,0,0,0,0,0,0,1,2
8169,madhya pradesh,burhanpur,2012,1,2,0,0,0,0,10,0,0,3,16
8170,madhya pradesh,chhatarpur,2012,3,10,5,0,0,2,64,0,0,32,116
8171,madhya pradesh,chhindwara,2012,2,15,1,0,0,0,3,0,0,28,49
8172,madhya pradesh,damoh,2012,3,7,2,0,0,0,40,0,0,11,63
8173,madhya pradesh,datiya,2012,6,4,0,0,0,0,3,0,0,68,81
8174,madhya pradesh,dewas,2012,5,3,3,0,0,1,2,0,0,61,75
8175,madhya pradesh,dhar,2012,1,0,1,0,0,0,5,0,0,2,9
8176,madhya pradesh,dindori,2012,0,0,1,0,0,0,1,0,0,1,3
8177,madhya pradesh,guna,2012,1,5,3,0,0,2,18,0,0,50,79
8178,madhya pradesh,gwalior,2012,10,12,2,0,0,2,67,1,0,40,134
8179,madhya pradesh,harda,2012,0,1,1,1,0,0,15,0,0,6,24
8180,madhya pradesh,hoshangabad,2012,2,9,0,0,0,0,45,0,0,23,79
8181,madhya pradesh,indore,2012,4,15,4,0,0,0,2,0,0,57,82
8182,madhya pradesh,indore rly.,2012,0,0,0,0,0,0,0,0,0,0,0
8183,madhya pradesh,jabalpur,2012,3,15,2,0,0,1,24,0,0,18,63
8184,madhya pradesh,jabalpur rly.,2012,0,1,0,0,0,0,0,0,0,0,1
8185,madhya pradesh,jhabua,2012,1,1,1,0,0,0,1,0,0,1,5
8186,madhya pradesh,katni,2012,1,6,0,0,0,0,11,0,0,14,32
8187,madhya pradesh,khandwa,2012,1,4,1,0,0,0,0,0,0,23,29
8188,madhya pradesh,khargon,2012,0,2,1,0,0,0,20,0,0,3,26
8189,madhya pradesh,mandla,2012,0,1,0,0,0,0,2,0,0,1,4
8190,madhya pradesh,mandsaur,2012,1,7,2,0,0,1,26,0,0,26,63
8191,madhya pradesh,morena,2012,1,7,1,0,1,3,13,0,0,167,193
8192,madhya pradesh,narsinghpur,2012,1,15,2,0,0,0,33,0,0,32,83
8193,madhya pradesh,neemuch,2012,0,1,0,0,0,1,0,0,0,37,39
8194,madhya pradesh,panna,2012,1,5,0,0,0,0,1,0,0,24,31
8195,madhya pradesh,raisen,2012,0,21,1,0,0,2,62,0,0,26,112
8196,madhya pradesh,rajgarh,2012,4,14,2,0,0,1,59,0,0,39,119
8197,madhya pradesh,ratlam,2012,2,3,3,0,0,0,0,0,0,25,33
8198,madhya pradesh,rewa,2012,3,12,2,0,0,0,16,0,0,25,58
8199,madhya pradesh,sagar,2012,2,9,3,0,0,1,16,0,0,186,217
8200,madhya pradesh,satna,2012,5,13,0,0,0,1,3,0,0,20,42
8201,madhya pradesh,seoni,2012,0,3,0,0,0,0,7,0,0,10,20
8202,madhya pradesh,shahdol,2012,2,1,1,0,0,0,0,0,0,5,9
8203,madhya pradesh,shajapur,2012,1,11,1,0,0,0,13,0,0,46,72
8204,madhya pradesh,sheopur,2012,1,4,0,0,0,0,0,0,0,35,40
8205,madhya pradesh,shivpuri,2012,2,21,0,0,0,3,8,0,0,34,68
8206,madhya pradesh,sidhi,2012,0,5,2,0,0,1,0,0,0,15,23
8207,madhya pradesh,sihore,2012,0,16,1,0,0,0,43,0,0,20,80
8208,madhya pradesh,singrauli,2012,2,2,1,0,0,0,0,0,0,11,16
8209,madhya pradesh,tikamgarh,2012,1,12,0,0,0,0,6,0,0,22,41
8210,madhya pradesh,ujjain,2012,1,7,4,0,0,0,0,0,0,118,130
8211,madhya pradesh,umariya,2012,0,0,0,0,0,0,2,0,0,4,6
8212,madhya pradesh,vidisha,2012,4,17,0,0,0,4,24,0,0,94,143
8213,maharashtra,ahmednagar,2012,1,5,1,0,1,1,3,0,0,17,29
8214,maharashtra,akola,2012,0,1,0,0,0,0,1,5,0,9,16
8215,maharashtra,amravati commr.,2012,0,1,0,0,0,0,0,4,0,2,7
8216,maharashtra,amravati rural,2012,0,2,0,1,1,0,1,8,0,7,20
8217,maharashtra,aurangabad commr.,2012,0,1,0,1,0,0,1,2,0,8,13
8218,maharashtra,aurangabad rural,2012,3,0,0,0,0,1,3,11,0,25,43
8219,maharashtra,beed,2012,4,4,2,0,1,1,7,1,0,35,55
8220,maharashtra,bhandara,2012,2,3,1,0,0,0,1,1,0,5,13
8221,maharashtra,buldhana,2012,2,3,1,0,0,2,2,2,0,21,33
8222,maharashtra,chandrapur,2012,0,2,1,0,1,0,0,0,0,11,15
8223,maharashtra,dhule,2012,1,0,0,2,1,0,0,5,0,14,23
8224,maharashtra,gadchiroli,2012,1,1,1,0,0,0,0,1,0,8,12
8225,maharashtra,gondia,2012,1,4,0,0,0,0,0,6,1,15,27
8226,maharashtra,hingoli,2012,1,0,0,0,1,0,7,0,0,18,27
8227,maharashtra,jalgaon,2012,1,3,0,2,0,0,6,12,0,20,44
8228,maharashtra,jalna,2012,4,1,0,0,0,0,4,13,0,17,39
8229,maharashtra,kolhapur,2012,1,2,0,1,0,0,4,7,3,19,37
8230,maharashtra,latur,2012,2,1,6,1,0,0,1,10,0,27,48
8231,maharashtra,mumbai commr.,2012,0,0,0,0,0,0,7,7,1,13,28
8232,maharashtra,mumbai rly.,2012,0,0,0,0,0,0,0,1,0,0,1
8233,maharashtra,nagpur commr.,2012,0,7,0,0,0,0,0,4,0,4,15
8234,maharashtra,nagpur rly.,2012,0,1,0,0,0,0,0,1,0,0,2
8235,maharashtra,nagpur rural,2012,0,2,1,0,0,0,0,1,0,6,10
8236,maharashtra,nanded,2012,4,6,0,0,1,0,6,10,0,13,40
8237,maharashtra,nandurbar,2012,0,0,0,0,0,0,0,9,0,5,14
8238,maharashtra,nasik commr.,2012,0,1,0,0,0,0,0,1,0,2,4
8239,maharashtra,nasik rural,2012,1,1,1,0,0,1,1,7,0,21,33
8240,maharashtra,navi mumbai,2012,0,0,0,0,0,0,0,2,0,4,6
8241,maharashtra,osmanabad,2012,1,6,2,0,0,1,4,3,0,20,37
8242,maharashtra,parbhani,2012,0,5,1,4,1,1,8,10,0,17,47
8243,maharashtra,pune commr.,2012,0,2,0,1,0,0,1,5,0,4,13
8244,maharashtra,pune rly.,2012,0,0,0,0,0,0,0,0,0,0,0
8245,maharashtra,pune rural,2012,2,9,0,0,0,0,3,14,0,27,55
8246,maharashtra,raigad,2012,0,0,0,0,0,0,0,1,0,3,4
8247,maharashtra,ratnagiri,2012,0,0,0,0,0,0,0,6,0,6,12
8248,maharashtra,sangli,2012,0,1,1,0,0,0,0,10,0,6,18
8249,maharashtra,satara,2012,3,2,0,1,1,0,1,21,0,18,47
8250,maharashtra,sindhudurg,2012,0,0,0,0,0,0,0,6,0,0,6
8251,maharashtra,solapur commr.,2012,0,4,0,0,1,0,1,4,0,4,14
8252,maharashtra,solapur rural,2012,1,3,0,2,0,0,2,17,0,17,42
8253,maharashtra,thane commr.,2012,0,2,0,0,0,0,0,13,0,10,25
8254,maharashtra,thane rural,2012,0,0,1,0,0,0,0,10,0,7,18
8255,maharashtra,wardha,2012,0,2,0,0,0,0,1,6,0,6,15
8256,maharashtra,washim,2012,0,5,0,0,1,0,4,8,0,26,44
8257,maharashtra,yavatmal,2012,0,4,3,0,2,1,1,2,0,27,40
8258,manipur,bishnupur,2012,0,0,0,0,0,0,0,0,0,0,0
8259,manipur,chandel,2012,0,0,0,0,0,0,0,0,0,0,0
8260,manipur,churachandpur,2012,0,0,0,0,0,0,0,0,0,0,0
8261,manipur,cid,2012,0,0,0,0,0,0,0,0,0,0,0
8262,manipur,imphal east,2012,0,0,0,0,0,0,0,0,0,0,0
8263,manipur,imphal west,2012,0,0,0,0,0,0,0,0,0,0,0
8264,manipur,senapati,2012,0,0,0,0,0,0,0,0,0,0,0
8265,manipur,tamenglong,2012,0,0,0,0,0,0,0,0,0,0,0
8266,manipur,thoubal,2012,0,0,0,0,0,0,0,0,0,0,0
8267,manipur,ukhrul,2012,0,0,0,0,0,0,0,0,0,0,0
8268,meghalaya,garo hills east,2012,0,0,0,0,0,0,0,0,0,0,0
8269,meghalaya,garo hills south,2012,0,0,0,0,0,0,0,0,0,0,0
8270,meghalaya,garo hills west,2012,0,0,0,0,0,0,0,0,0,0,0
8271,meghalaya,jaintia hills,2012,0,0,0,0,0,0,0,0,0,0,0
8272,meghalaya,khasi hills east,2012,0,0,0,0,0,0,0,0,0,0,0
8273,meghalaya,khasi hills west,2012,0,0,0,0,0,0,0,0,0,0,0
8274,meghalaya,ri-bhoi,2012,0,0,0,0,0,0,0,0,0,0,0
8275,mizoram,aizawl,2012,0,0,0,0,0,0,0,0,0,0,0
8276,mizoram,champhai,2012,0,0,0,0,0,0,0,0,0,0,0
8277,mizoram,kolasib,2012,0,0,0,0,0,0,0,0,0,0,0
8278,mizoram,lawngtlai,2012,0,0,0,0,0,0,0,0,0,0,0
8279,mizoram,lunglei,2012,0,0,0,0,0,0,0,0,0,0,0
8280,mizoram,mamit,2012,0,0,0,0,0,0,0,0,0,0,0
8281,mizoram,saiha,2012,0,0,0,0,0,0,0,0,0,0,0
8282,mizoram,serchhip,2012,0,0,0,0,0,0,0,0,0,0,0
8283,nagaland,dimapur,2012,0,0,0,0,0,0,0,0,0,0,0
8284,nagaland,kiphire,2012,0,0,0,0,0,0,0,0,0,0,0
8285,nagaland,kohima,2012,0,0,0,0,0,0,0,0,0,0,0
8286,nagaland,longleng,2012,0,0,0,0,0,0,0,0,0,0,0
8287,nagaland,mokokchung,2012,0,0,0,0,0,0,0,0,0,0,0
8288,nagaland,mon,2012,0,0,0,0,0,0,0,0,0,0,0
8289,nagaland,peren,2012,0,0,0,0,0,0,0,0,0,0,0
8290,nagaland,phek,2012,0,0,0,0,0,0,0,0,0,0,0
8291,nagaland,tuensang,2012,0,0,0,0,0,0,0,0,0,0,0
8292,nagaland,wokha,2012,0,0,0,0,0,0,0,0,0,0,0
8293,nagaland,zunheboto,2012,0,0,0,0,0,0,0,0,0,0,0
8294,odisha,angul,2012,0,1,0,0,0,1,3,63,0,0,68
8295,odisha,balasore,2012,0,12,1,0,0,2,16,261,0,0,292
8296,odisha,baragarh,2012,0,5,0,0,0,0,16,59,0,0,80
8297,odisha,berhampur,2012,0,1,0,0,0,0,5,31,0,0,37
8298,odisha,bhadrak,2012,2,4,0,0,0,1,7,122,0,0,136
8299,odisha,bolangir,2012,2,3,0,0,0,3,7,68,0,0,83
8300,odisha,boudh,2012,0,0,0,0,0,1,7,23,0,0,31
8301,odisha,cuttack,2012,0,3,0,0,0,4,8,140,0,0,155
8302,odisha,dcp bbsr,2012,0,1,0,0,0,0,4,50,0,0,55
8303,odisha,dcp ctc,2012,0,2,0,0,0,0,3,28,0,0,33
8304,odisha,deogarh,2012,0,0,0,0,0,0,0,8,0,0,8
8305,odisha,dhenkanal,2012,2,1,3,0,0,8,9,120,0,0,143
8306,odisha,gajapati,2012,0,0,0,0,0,0,0,5,0,0,5
8307,odisha,ganjam,2012,2,3,3,0,1,1,17,79,0,0,106
8308,odisha,jagatsinghpur,2012,0,4,0,0,0,0,4,106,0,0,114
8309,odisha,jajpur,2012,0,2,0,0,0,0,0,84,0,0,86
8310,odisha,jharsuguda,2012,1,1,0,0,0,0,0,27,0,0,29
8311,odisha,kalahandi,2012,0,5,2,0,0,2,3,53,0,0,65
8312,odisha,kandhamal,2012,0,3,0,0,0,0,0,9,0,0,12
8313,odisha,kendrapara,2012,0,7,0,0,0,0,8,109,0,0,124
8314,odisha,keonjhar,2012,0,0,0,0,0,1,4,42,0,0,47
